part2_0.18, 005000, 122, 136, PRSH_M, 89719, 40, 2242.975000, 122, 136, 
part2_0.18, 005000, 138, 147, PRSH_M, 90198, 40, 2254.950000, 138, 147, 
part2_0.18, 005000, 114, 136, PRSH_M, 87811, 40, 2195.275000, 114, 136, 
part2_0.18, 005000, 130, 140, PRSH_M, 88934, 40, 2223.350000, 130, 140, 
part2_0.18, 005000, 132, 139, PRSH_M, 87902, 40, 2197.550000, 132, 139, 
part2_0.18, 005000, 127, 157, PRSH_M, 90490, 40, 2262.250000, 127, 157, 
part2_0.18, 005000, 119, 142, PRSH_M, 88075, 40, 2201.875000, 119, 142, 
part2_0.18, 005000, 121, 145, PRSH_M, 86005, 40, 2150.125000, 121, 145, 
part2_0.18, 005000, 130, 147, PRSH_M, 87255, 40, 2181.375000, 130, 147, 
part2_0.18, 005000, 135, 142, PRSH_M, 87135, 40, 2178.375000, 135, 142, 
part2_0.18, 005000, 130, 157, PRSH_M, 90555, 40, 2263.875000, 130, 157, 
part2_0.18, 005000, 125, 132, PRSH_M, 92324, 40, 2308.100000, 125, 132, 
part2_0.18, 005000, 130, 135, PRSH_M, 89355, 40, 2233.875000, 130, 135, 
part2_0.18, 005000, 138, 158, PRSH_M, 86352, 40, 2158.800000, 138, 158, 
part2_0.18, 005000, 133, 145, PRSH_M, 90085, 40, 2252.125000, 133, 145, 
part2_0.18, 005000, 144, 152, PRSH_M, 89155, 40, 2228.875000, 144, 152, 
part2_0.18, 005000, 128, 142, PRSH_M, 91196, 40, 2279.900000, 128, 142, 
part2_0.18, 005000, 136, 142, PRSH_M, 90401, 40, 2260.025000, 136, 142, 
part2_0.18, 005000, 142, 151, PRSH_M, 87695, 40, 2192.375000, 142, 151, 
part2_0.18, 005000, 121, 152, PRSH_M, 88970, 40, 2224.250000, 121, 152, 
part2_0.18, 005000, 124, 142, PRSH_M, 88667, 40, 2216.675000, 124, 142, 
part2_0.18, 005000, 121, 142, PRSH_M, 89361, 40, 2234.025000, 121, 142, 
part2_0.18, 005000, 125, 147, PRSH_M, 92657, 40, 2316.425000, 125, 147, 
part2_0.18, 005000, 127, 136, PRSH_M, 91197, 40, 2279.925000, 127, 136, 
part2_0.18, 005000, 126, 131, PRSH_M, 90038, 40, 2250.950000, 126, 131, 
